Q; U
0,234436314843407; 4,158206536874352
0,9590116205473507; 4,139142763107927
1,6835869262512908; 4,120078989341502
2,6451302564621813; 4,113648446796121
3,6081926124711927; 4,100888630091902
4,569735942682087; 4,094458087546521
5,289754170991667; 4,094382136256614
5,772804374794294; 4,081672953745665
6,494341628901989; 4,075267728296919
7,217397908807808; 4,062533228689334
8,177422213220577; 4,062431960302793
8,660472417023204; 4,049722777791843
9,620496721435973; 4,049621509405302
10,3435530013418; 4,0368870097977165
11,066609281247619; 4,024152510190132
11,78814653535532; 4,017747284741386
12,749689865566214; 4,011316742196005
13,951239271880294; 4,004860882553989
14,914301627889298; 3,9921010658497686
15,877363983898324; 3,9793412491455484
16,840426339907335; 3,9665814324413278
18,04349477201954; 3,953796298640472
19,246563204131743; 3,941011164839616
20,448112610445836; 3,9345553051976
21,409655940656716; 3,928124762652219
22,374237322463852; 3,9090356717891597
23,81579280488113; 3,9025544950505076
25,01734221119521; 3,8960986354084914
25,98040456720423; 3,8833388187042712
27,181953973518315; 3,876882959062255
28,383503379832394; 3,8704270994202385
29,346565735841406; 3,8576672827160188
30,306590040254168; 3,8575660143294774
31,269652396263186; 3,8448061976252568
32,23119572647407; 3,8383756550798758
33,19122003088685; 3,8382743866933344
33,912757284994555; 3,8318691612445885
34,87430061520544; 3,825438618699208
35,595837869313144; 3,819033393250462
36,55738119952403; 3,8126028507050815
37,51892452973492; 3,8061723081597005
38,47894883414769; 3,806071039773159
39,202005114053506; 3,793336540165574
40,162029418466275; 3,7932352717790327
41,36205979898223; 3,793108686295856
42,08511607888806; 3,780374186688271
43,04665940909895; 3,77394364414289
44,00820273930985; 3,767513101597509
45,208233119825806; 3,767386516114332
45,928251348135376; 3,767310564824426
46,64978860224308; 3,7609053393756806
47,851338008557164; 3,7544494797336645
49,05136838907313; 3,754322894250488
50,01291171928402; 3,7478923517051066
51,212942099799974; 3,7477657662219297
52,172966404212744; 3,7476644978353884
53,134509734423645; 3,7412339552900074
54,334540114939614; 3,741107369806831
55,5360895212537; 3,734651510164815
56,49763285146457; 3,728220967619434
57,69918225777866; 3,7217651079774177
59,13921871439781; 3,721613205397605
60,57925517101698; 3,721461302817793
61,54079850122787; 3,7150307602724126
62,74082888174382; 3,7149041747892353
63,94085926225979; 3,714777589306059
64,90088356667256; 3,7146763209195175
66,10395199878477; 3,7018911871186617
67,30398237930073; 3,701764601635485
68,74401883591987; 3,701612699055673
70,18557431833716; 3,6951315223170207
71,38560469885313; 3,6950049368338442
72,5856350793691; 3,6948783513506673
73,7902225372794; 3,6757639433909723
74,75024684169219; 3,675662675004431
75,95027722220814; 3,675536089521254
77,15182662852223; 3,6690802298792375
78,111850932935; 3,668978961492696
79,07187523734775; 3,668877693106155
80,27494366945996; 3,656092559305299
81,23496797387273; 3,6559912909187577
82,19803032988176; 3,6432314742145375
83,39806071039771; 3,6431048887313606
84,60112914250993; 3,630319754930505
85,8011595230259; 3,6301931694473284
87,00270892933996; 3,623737309805312
87,96273323375274; 3,6236360414187705
88,92579558976175; 3,6108762247145503
89,88581989417452; 3,610774956328009
90,84584419858727; 3,6106736879414676
91,8089065545963; 3,597913871237247
93,01197498670851; 3,585128737436391
93,73655029241243; 3,566064963669967
94,4626446239145; 3,540671915744703
95,1902579812147; 3,508949593660599
95,67482721081545; 3,48991113699081
95,92242841590924; 3,4582394490999775
96,6485227474113; 3,432846401174714
97,13764905440642; 3,3948201220284067
97,38525025950021; 3,3631484341375737
97,87285754069723; 3,3314514291501056
98,12045874579101; 3,2997797412592726
98,36957897668294; 3,261778779209601
98,61718018177673; 3,230107091318768
98,62781336236358; 3,1858021722068917
99,1169396693587; 3,1477758930605844
99,12605382414743; 3,1098002481075473
99,13364895313804; 3,0781538773133503
99,14276310792677; 3,0401782323603133
99,39188333881869; 3,0021772703106415
