Q; U
0,44052863436123957; 4,049122807017543
0,704845814977979; 4,0210526315789465
0,9691629955947185; 3,99298245614035
1,497797356828201; 3,9789473684210517
2,02643171806168; 3,9649122807017534
2,555066079295159; 3,950877192982455
3,348017621145381; 3,9298245614035077
4,405286343612342; 3,9087719298245602
3,87665198237886; 3,9087719298245602
3,0837004405286415; 3,936842105263157
5,198237885462561; 3,901754385964911
5,726872246696043; 3,894736842105262
6,519823788546262; 3,887719298245613
7,312775330396477; 3,8807017543859637
7,841409691629956; 3,8736842105263145
8,634361233480178; 3,8666666666666654
9,162995594713657; 3,859649122807016
9,955947136563886; 3,8526315789473675
10,7488986784141; 3,8385964912280692
11,27753303964758; 3,8315789473684196
11,806167400881058; 3,8315789473684196
12,599118942731288; 3,8315789473684196
13,392070484581502; 3,824561403508771
14,185022026431724; 3,8105263157894727
15,24229074889869; 3,796491228070175
16,035242290748904; 3,796491228070175
14,713656387665203; 3,8035087719298235
16,563876651982383; 3,7894736842105257
17,356828193832598; 3,7824561403508765
18,149779735682827; 3,7684210526315782
18,942731277533042; 3,761403508771929
19,735682819383264; 3,761403508771929
20,264317180616743; 3,761403508771929
20,79295154185023; 3,75438596491228
21,321585903083708; 3,747368421052631
21,850220264317187; 3,7403508771929816
22,907488986784145; 3,7403508771929816
23,700440528634367; 3,7263157894736834
24,229074889867846; 3,7263157894736834
25,286343612334804; 3,712280701754385
26,079295154185026; 3,712280701754385
26,872246696035248; 3,705263157894736
27,66519823788547; 3,698245614035087
28,458149779735685; 3,698245614035087
29,51541850220265; 3,698245614035087
30,04405286343613; 3,6842105263157885
30,83700440528635; 3,6842105263157885
31,629955947136565; 3,67017543859649
32,422907488986795; 3,67017543859649
33,48017621145375; 3,663157894736841
34,27312775330397; 3,656140350877192
34,80176211453745; 3,6491228070175428
35,594713656387675; 3,6421052631578936
36,65198237885463; 3,6421052631578936
37,44493392070485; 3,6421052631578936
37,973568281938334; 3,6421052631578936
38,76651982378855; 3,6280701754385953
39,82378854625551; 3,6280701754385953
40,616740088105736; 3,6210526315789466
41,40969162995595; 3,6210526315789466
42,20264317180618; 3,6210526315789466
42,995594713656395; 3,607017543859648
44,05286343612335; 3,607017543859648
44,581497797356825; 3,607017543859648
45,11013215859031; 3,5999999999999996
46,16740088105728; 3,5999999999999996
46,9603524229075; 3,5999999999999996
47,48898678414097; 3,585964912280701
48,2819383259912; 3,585964912280701
48,81057268722467; 3,585964912280701
49,33920704845816; 3,585964912280701
50,13215859030837; 3,585964912280701
50,66079295154186; 3,5789473684210518
51,45374449339209; 3,5789473684210518
51,98237885462556; 3,5789473684210518
52,77533039647577; 3,5789473684210518
53,30396475770926; 3,564912280701754
54,096916299559474; 3,564912280701754
55,15418502202643; 3,564912280701754
56,211453744493404; 3,564912280701754
57,26872246696036; 3,564912280701754
57,79735682819385; 3,550877192982455
58,59030837004406; 3,550877192982455
59,38325991189428; 3,550877192982455
60,440528634361236; 3,550877192982455
61,76211453744495; 3,5438596491228065
60,96916299559471; 3,5438596491228065
62,555066079295166; 3,5438596491228065
63,612334801762124; 3,5438596491228065
64,66960352422907; 3,5368421052631573
65,46255506607929; 3,529824561403508
65,99118942731278; 3,529824561403508
66,78414096916299; 3,529824561403508
67,31277533039648; 3,529824561403508
67,84140969162996; 3,5228070175438586
68,63436123348018; 3,51578947368421
69,69162995594715; 3,51578947368421
71,01321585903085; 3,51578947368421
72,0704845814978; 3,5087719298245608
73,12775330396477; 3,5017543859649116
74,18502202643174; 3,4947368421052625
75,24229074889868; 3,4947368421052625
76,29955947136565; 3,4947368421052625
77,3568281938326; 3,4877192982456133
78,41409691629957; 3,4877192982456133
79,47136563876654; 3,4877192982456133
80; 3,480701754385964
80,79295154185024; 3,480701754385964
81,3215859030837; 3,473684210526315
82,11453744493392; 3,459649122807017
83,17180616740089; 3,459649122807017
83,9647577092511; 3,4526315789473676
84,75770925110135; 3,4456140350877185
85,55066079295156; 3,4315789473684206
86,34361233480178; 3,4315789473684206
87,40088105726872; 3,4315789473684206
87,9295154185022; 3,417543859649122
88,45814977973569; 3,4105263157894727
89,51541850220264; 3,396491228070175
90,57268722466961; 3,3824561403508766
91,1013215859031; 3,3754385964912275
91,62995594713658; 3,361403508771929
92,4229074889868; 3,3473684210526313
92,95154185022028; 3,3263157894736834
93,48017621145374; 3,305263157894736
94,27312775330398; 3,291228070175438
94,80176211453744; 3,2631578947368416
95,33039647577093; 3,235087719298245
95,85903083700441; 3,207017543859649
96,12334801762117; 3,1789473684210523
96,3876651982379; 3,164912280701754
96,65198237885463; 3,1368421052631574
96,91629955947138; 3,122807017543859
96,91629955947138; 3,094736842105263
97,18061674008811; 3,0807017543859643
97,18061674008811; 3,052631578947368
97,44493392070487; 3,03859649122807
97,7092511013216; 3,0105263157894733
